标的证券代码	标的证券简称	本日融资余额(元)	本日融资买入额(元)	本日融资偿还额(元)	本日融券余量	本日融券卖出量	本日融券偿还量
688155	先惠技术	171170372	2101050	6693820	186136	5468	23489
688156	路德环境	24354678	316677	1445753	25320	3700	0
688157	松井股份	93288693	1410246	1940435	200768	3233	28177
688158	优刻得	153355517	954672	1527034	1134432	12119	28694
688159	有方科技	53145920	997036	976532	284740	4400	2551
688160	步科股份	66389069	6084268	3979569	57808	1023	0
688165	埃夫特	85833726	1160168	1583402	627665	0	11200
688166	博瑞医药	68388095	3579450	2056081	421508	4287	12593
688168	安博通	74617461	1277884	775967	570113	8075	30395
688169	石头科技	250382608	30271379	17221535	226323	2564	2000
688177	百奥泰	152530789	2618802	1878462	545594	118800	13600
688178	万德斯	48292577	2374955	624172	234827	600	5200
688179	阿拉丁	41927385	6038710	7030575	0	0	0
688180	君实生物	340577666	19903663	11971721	1153986	67783	71463
688181	八亿时空	84334904	4251454	3493925	506847	74840	16049
688185	康希诺	399947521	42699488	45145405	285699	28802	92482
688186	广大特材	84397862	1510677	2604233	502032	12416	9106
688188	柏楚电子	61779379	6391103	8001043	508548	6126	4300
688189	南新制药	127416414	12375971	19196526	0	0	0
688196	卓越新能	169540528	8830211	11443580	328476	12815	5489
688198	佰仁医疗	91419057	554486	956677	158092	36610	5791
688199	久日新材	190580518	5380862	4476067	137939	9200	8800
688200	华峰测控	153375898	25786231	19176280	306031	9539	54405
688202	美迪西	110590911	5173483	5473026	172222	6639	23700
688208	道通科技	103629268	3926047	6926902	1177567	1812	11200
688215	瑞晟智能	27449062	1671865	1283170	154485	0	0
688218	江苏北人	28713215	971482	1842076	368132	4400	5748
688219	会通股份	60792221	7919392	5718199	180000	0	0
688221	前沿生物	74077183	4184761	1952392	0	0	0
688222	成都先导	90927133	10549461	23777118	1040860	8110	30557
688228	开普云	51266039	576340	843971	0	0	0
688229	博睿数据	55222300	6036961	2672539	93934	5751	14431
688233	神工股份	102401972	2744657	2422491	256750	1600	6200
688256	寒武纪	316504355	11004420	7803904	2283593	16432	30324
688258	卓易信息	124585476	2030623	2434957	116209	63289	0
688266	泽璟制药	220360611	9327978	15236963	947900	64321	56850
688268	华特气体	151715228	5176824	2922823	290830	5410	7826
688277	天智航	112775174	2058436	5433217	254227	10365	48792
688278	特宝生物	54910042	2168471	2656619	0	0	0
688286	敏芯股份	201556205	11099763	17243924	155119	18228	16038
688288	鸿泉物联	68421586	1593066	1612380	445547	0	0
688289	圣湘生物	208841363	7359460	9725041	20000	0	0
688298	东方生物	376035720	26895070	12564664	366020	115070	136681
688299	长阳科技	110069840	4140852	3695974	569521	1000	20100
688300	联瑞新材	129162038	3283743	1347301	255545	0	500
688301	奕瑞科技	51618692	4373689	9285287	104754	14378	11741
688308	欧科亿	29102642	5571727	4977638	473010	1688	63753
688309	恒誉环保	52766605	713952	443547	193194	4800	0
688310	迈得医疗	44025888	292218	747645	123224	1200	11304
688311	盟升电子	169642414	11599047	18241287	186155	29562	23854
688312	燕麦科技	57441272	1616559	751975	130274	0	5574
688313	仕佳光子	43959458	2817590	5155661	400432	50562	29336
688318	财富趋势	371010144	11119845	10337925	122964	2600	22281
688321	微芯生物	271272623	7467498	4489093	1428953	123826	31760
688330	宏力达	130676254	4914231	6347219	99399	7900	3600
688333	铂力特	212500697	4620736	9717646	1267600	0	0
688335	复洁环保	50394257	582928	398116	71457	3000	1538
688336	三生国健	93789402	909272	1304438	252579	3200	17400
688338	赛科希德	58338848	757387	3062285	192506	5702	4500
688339	亿华通	166216987	21902836	23052967	776067	18559	18015
688356	键凯科技	35919848	2180497	4175714	34147	4300	13700
688357	建龙微纳	77436269	1491904	1538260	347433	0	0
688358	祥生医疗	65488558	114266	793134	0	0	0
688360	德马科技	47249236	735215	1971705	51347	200	5004
688363	华熙生物	514300407	34902809	27924049	238496	50895	42929
688365	光云科技	69790228	1487134	7715073	946258	885	1300
688366	昊海生科	116465748	7052669	8860176	0	0	0
688368	晶丰明源	26481188	628110	988282	142623	4805	13275
688369	致远互联	65053812	1407878	1253777	122624	2997	11000
688377	迪威尔	39234965	573842	1355275	321999	0	2000
688378	奥来德	69809863	1687693	1779655	36863	200	0
688379	华光新材	31315392	767071	1506017	115950	11000	8577
688386	泛亚微透	45995463	4866014	2263732	127705	13393	13163
688388	嘉元科技	136535382	23129486	28403085	383222	81851	66749
688389	普门科技	52819588	2407815	1660253	636539	400	14686
688390	固德威	80420091	21135577	18844532	119841	10031	14512
688393	安必平	52933412	1153179	3472746	123700	0	0
688396	华润微	723359649	72725692	108642753	4592199	327306	377656
688398	赛特新材	85482582	3877185	1854986	306250	5611	11048
688399	硕世生物	191464752	8457815	15066690	384838	44628	46078
688408	中信博	85138030	3877262	13122139	1151376	87086	10912
688418	震有科技	94902434	1940194	1708786	661349	10447	5600
688466	金科环境	50486241	1112567	2201248	277416	0	0
688488	艾迪药业	96113721	2393253	2117035	236807	13014	13200
688500	慧辰资讯	60842213	970147	306717	162798	400	4279
688505	复旦张江	95197034	1252360	2346754	1905951	312600	0
688508	芯朋微	137988978	6569505	10574221	14020	5451	930
688510	航亚科技	233747099	54773608	46235888	9503422	567798	1621667
688513	苑东生物	88403376	1430760	4421246	92064	0	0
688516	奥特维	59983254	8245852	4557234	283624	20500	51467
688518	联赢激光	68209509	1066840	1078214	621568	50000	0
688519	南亚新材	57661900	1688013	3923168	264516	32416	15462
688520	神州细胞	105821822	1394055	2069701	1707454	150341	89514
688521	芯原股份	254568730	5120231	3473377	1092262	47923	16847
688526	科前生物	189391621	17199339	13472137	253198	2300	400
688528	秦川物联	50865166	650642	862937	287571	0	0
688529	豪森股份	77937484	4888564	5470307	197673	0	83098
688536	思瑞浦	114254016	15513880	21760015	75250	8237	14222
688550	瑞联新材	78280457	1980306	2323823	34628	800	0
688551	科威尔	47775504	6218924	3670809	296450	0	0
688555	泽达易盛	47064090	2034657	1310558	216560	2714	443
688556	高测股份	53989082	1114434	1238486	483925	0	21235
688557	兰剑智能	40024161	2948849	2624026	526789	2102	32802
688558	国盛智科	55487199	598518	742114	310869	4812	26013
688559	海目星	110708077	15639581	15344574	535003	74637	81013
688561	奇安信	755334532	18282076	18666485	281547	45312	51962
688566	吉贝尔	74072202	554969	1270532	0	0	0
688567	孚能科技	307403510	37217786	45636373	5611009	194450	184202
688568	中科星图	189917926	2521482	3568308	158446	0	3800
688569	铁科轨道	65057625	961769	1924206	24000	0	0
688571	杭华股份	38680546	14636189	10688253	1524685	68163	271435
688577	浙海德曼	21873910	244459	1308054	16151	2400	2800
688578	艾力斯	138704892	23683426	19568001	3909143	74407	446861
688579	山大地纬	27725405	511783	343220	694353	0	0
688580	伟思医疗	147630053	10869338	3332882	400	200	200
688585	上纬新材	38856587	1209158	2303702	264111	300	0
688586	江航装备	186032503	9623451	9896947	1195583	94994	134586
688588	凌志软件	64060087	859043	1291233	586326	0	11917
688589	力合微	64719586	907102	2211613	227719	1499	1419
688590	新致软件	39915989	5811907	10875998	1837265	8892	361403
688595	芯海科技	97884313	9113430	8343392	218944	3706	7773
688596	正帆科技	59930660	1178321	1210595	418529	5400	25214
688598	金博股份	347592417	15925579	20066774	620991	19097	14198
688599	天合光能	471046752	97692153	72449134	2555345	940758	434868
688600	皖仪科技	38424304	193997	626365	140840	0	0
688608	恒玄科技	415407499	85631978	87315419	392051	38028	40749
688699	明微电子	39259592	46835479	7575887	799460	799460	0
688777	中控技术	193155742	32206426	41035446	1521478	33978	160246
688788	科思科技	237387194	18872657	21393289	37086	0	0
688981	中芯国际	4041014194	135157374	196223547	60047739	454728	1016400
689009	九号公司	172570950	40659027	59136595	588720	135210	116357
